posteam,yardline_100,game_seconds_remaining,qtr,down,ydstogo,play_type,score_differential
CAR,47.0,358.0,4,1.0,10,pass,-20.0
CAR,47.0,353.0,4,2.0,10,pass,-20.0
CAR,47.0,349.0,4,3.0,10,pass,-20.0
CAR,32.0,325.0,4,1.0,10,pass,-20.0
CAR,32.0,320.0,4,2.0,10,pass,-20.0
CAR,32.0,312.0,4,3.0,10,pass,-20.0
CAR,32.0,308.0,4,4.0,10,no_play,-20.0
CAR,27.0,294.0,4,1.0,10,pass,-20.0
CAR,15.0,287.0,4,,0,extra_point,-14.0
JAX,35.0,287.0,4,,0,kickoff,13.0
JAX,48.0,286.0,4,1.0,10,run,13.0
,,279.0,4,,0,no_play,
JAX,34.0,279.0,4,1.0,10,run,13.0
,,273.0,4,,0,no_play,
JAX,34.0,273.0,4,2.0,10,run,13.0
JAX,17.0,226.0,4,1.0,10,run,13.0
JAX,12.0,182.0,4,2.0,5,run,13.0
JAX,11.0,138.0,4,3.0,4,run,13.0
JAX,10.0,120.0,4,4.0,3,field_goal,13.0
CAR,35.0,117.0,4,,0,kickoff,-16.0
CAR,65.0,117.0,4,1.0,10,pass,-16.0
CAR,63.0,96.0,4,2.0,8,pass,-16.0
CAR,60.0,69.0,4,3.0,5,pass,-16.0
CAR,55.0,51.0,4,1.0,10,pass,-16.0
JAX,48.0,44.0,4,1.0,10,qb_kneel,16.0
JAX,49.0,24.0,4,2.0,11,qb_kneel,16.0
JAX,,0.0,4,,0,,16.0
,,3600.0,1,,0,,
CIN,35.0,3600.0,1,,0,kickoff,0.0
CIN,68.0,3595.0,1,1.0,10,pass,0.0
CIN,56.0,3560.0,1,1.0,10,run,0.0
CIN,57.0,3518.0,1,2.0,11,no_play,0.0
CIN,52.0,3489.0,1,2.0,6,run,0.0
CIN,47.0,3449.0,1,3.0,1,run,0.0
CIN,46.0,3412.0,1,1.0,10,pass,0.0
CIN,46.0,3407.0,1,2.0,10,run,0.0
CIN,40.0,3367.0,1,3.0,4,pass,0.0
CIN,27.0,3329.0,1,1.0,10,no_play,0.0
CIN,31.0,3312.0,1,1.0,14,pass,0.0
CIN,24.0,3270.0,1,2.0,7,pass,0.0
CIN,18.0,3234.0,1,3.0,1,run,0.0
CIN,13.0,3194.0,1,1.0,10,run,0.0
CIN,5.0,3157.0,1,2.0,2,run,0.0
CIN,15.0,3152.0,1,,0,extra_point,6.0
CLE,35.0,3152.0,1,,0,kickoff,-7.0
CLE,67.0,3147.0,1,1.0,10,run,-7.0
CLE,62.0,3111.0,1,2.0,5,pass,-7.0
CLE,57.0,3071.0,1,1.0,10,pass,-7.0
CLE,52.0,3041.0,1,2.0,5,run,-7.0
CLE,50.0,2995.0,1,3.0,3,run,-7.0
CLE,48.0,2951.0,1,4.0,1,run,-7.0
CLE,46.0,2914.0,1,1.0,10,no_play,-7.0
CLE,41.0,2909.0,1,1.0,10,pass,-7.0
CLE,34.0,2863.0,1,2.0,3,run,-7.0
CLE,34.0,2826.0,1,3.0,3,no_play,-7.0
CLE,28.0,2822.0,1,1.0,10,no_play,-7.0
CLE,38.0,2796.0,1,1.0,20,pass,-7.0
CLE,31.0,2760.0,1,2.0,13,pass,-7.0
CLE,27.0,2720.0,1,3.0,9,no_play,-7.0
CLE,23.0,2716.0,1,1.0,10,run,-7.0
CLE,,2700.0,1,,0,,-7.0
CLE,20.0,2700.0,2,2.0,7,pass,-7.0
CLE,4.0,2668.0,2,1.0,4,run,-7.0
CLE,2.0,2644.0,2,2.0,2,run,-7.0
CLE,1.0,2600.0,2,3.0,1,run,-7.0
CLE,1.0,2564.0,2,4.0,1,run,-7.0
CLE,15.0,2562.0,2,,0,extra_point,-1.0
CIN,35.0,2562.0,2,,0,kickoff,0.0
,,2556.0,2,,0,no_play,
CIN,61.0,2556.0,2,1.0,10,run,0.0
CIN,60.0,2516.0,2,2.0,9,pass,0.0
CIN,59.0,2498.0,2,3.0,8,pass,0.0
CIN,45.0,2462.0,2,1.0,10,pass,0.0
CIN,44.0,2423.0,2,2.0,9,pass,0.0
CIN,44.0,2418.0,2,3.0,9,run,0.0
CIN,42.0,2376.0,2,4.0,7,punt,0.0
CLE,80.0,2369.0,2,1.0,10,run,0.0
CLE,78.0,2330.0,2,2.0,8,pass,0.0
CLE,78.0,2325.0,2,3.0,8,pass,0.0
CLE,78.0,2322.0,2,4.0,8,punt,0.0
CIN,54.0,2311.0,2,1.0,10,run,0.0
CIN,51.0,2272.0,2,2.0,7,pass,0.0
CIN,31.0,2231.0,2,1.0,10,run,0.0
CIN,25.0,2191.0,2,2.0,4,run,0.0
CIN,23.0,2155.0,2,3.0,2,pass,0.0
CIN,18.0,2113.0,2,1.0,10,no_play,0.0
CIN,3.0,2109.0,2,1.0,3,pass,0.0
CIN,3.0,2105.0,2,2.0,3,run,0.0
CIN,1.0,2061.0,2,3.0,1,pass,0.0
CIN,15.0,2058.0,2,,0,extra_point,6.0
CLE,35.0,2058.0,2,,0,kickoff,-7.0
CLE,78.0,2052.0,2,1.0,10,pass,-7.0
CLE,78.0,2047.0,2,2.0,10,pass,-7.0
CLE,61.0,2009.0,2,1.0,10,run,-7.0
CLE,62.0,1968.0,2,2.0,11,pass,-7.0
CLE,43.0,1927.0,2,1.0,10,pass,-7.0
CLE,43.0,1924.0,2,2.0,10,pass,-7.0
CLE,34.0,1917.0,2,3.0,1,run,-7.0
CLE,32.0,1880.0,2,1.0,10,run,-7.0
CLE,29.0,1840.0,2,2.0,7,pass,-7.0
,,1833.0,2,,0,no_play,
CLE,27.0,1833.0,2,3.0,5,pass,-7.0
CLE,27.0,1827.0,2,4.0,5,field_goal,-7.0
CIN,35.0,1823.0,2,,0,kickoff,4.0
CIN,74.0,1818.0,2,1.0,10,pass,4.0
,,1812.0,2,,0,no_play,
CIN,66.0,1812.0,2,2.0,2,run,4.0
,,1800.0,2,,0,,
CLE,35.0,1800.0,3,,0,kickoff,-4.0
CLE,69.0,1795.0,3,1.0,10,pass,-4.0
CLE,62.0,1755.0,3,2.0,3,run,-4.0
CLE,62.0,1711.0,3,3.0,3,pass,-4.0
CLE,44.0,1671.0,3,1.0,10,no_play,-4.0
CLE,54.0,1656.0,3,1.0,20,pass,-4.0
CLE,43.0,1633.0,3,2.0,9,pass,-4.0
CLE,43.0,1628.0,3,3.0,9,pass,-4.0
CLE,30.0,1583.0,3,1.0,10,run,-4.0
CLE,30.0,1536.0,3,2.0,10,no_play,-4.0
CLE,35.0,1514.0,3,2.0,15,pass,-4.0
CLE,21.0,1467.0,3,3.0,1,pass,-4.0
CLE,16.0,1422.0,3,1.0,10,pass,-4.0
CLE,16.0,1416.0,3,2.0,10,pass,-4.0
CLE,9.0,1384.0,3,3.0,3,run,-4.0
CLE,5.0,1344.0,3,1.0,5,pass,-4.0
CLE,15.0,1340.0,3,,0,extra_point,2.0
CIN,35.0,1340.0,3,,0,kickoff,-2.0
CIN,80.0,1340.0,3,1.0,10,pass,-2.0
CIN,75.0,1292.0,3,2.0,5,run,-2.0
CIN,72.0,1253.0,3,3.0,2,pass,-2.0
CIN,72.0,1247.0,3,4.0,2,punt,-2.0
CLE,75.0,1237.0,3,1.0,10,pass,2.0
CLE,81.0,1199.0,3,2.0,16,pass,2.0
CIN,34.0,1193.0,3,1.0,10,run,-2.0
CIN,33.0,1155.0,3,2.0,9,pass,-2.0
CIN,33.0,1149.0,3,3.0,9,pass,-2.0
CIN,23.0,1121.0,3,1.0,10,run,-2.0
CIN,17.0,1079.0,3,2.0,4,pass,-2.0
CIN,17.0,1075.0,3,3.0,4,pass,-2.0
CIN,17.0,1072.0,3,4.0,4,field_goal,-2.0
CLE,35.0,1068.0,3,,0,kickoff,-1.0
CLE,75.0,1064.0,3,1.0,10,run,-1.0
CLE,71.0,1026.0,3,2.0,6,pass,-1.0
CLE,69.0,982.0,3,3.0,4,pass,-1.0
CLE,44.0,940.0,3,1.0,10,run,-1.0
CLE,,900.0,3,,0,,-1.0
CLE,43.0,900.0,4,2.0,9,run,-1.0
CLE,39.0,861.0,4,3.0,5,pass,-1.0
CLE,39.0,856.0,4,4.0,5,pass,-1.0
CIN,61.0,853.0,4,1.0,10,run,1.0
CIN,60.0,808.0,4,2.0,9,pass,1.0
,,803.0,4,,0,no_play,
CIN,60.0,803.0,4,3.0,9,pass,1.0
CIN,60.0,798.0,4,4.0,9,punt,1.0
CLE,80.0,790.0,4,1.0,10,pass,-1.0
CLE,72.0,757.0,4,2.0,2,run,-1.0
CLE,67.0,717.0,4,1.0,10,pass,-1.0
CLE,45.0,671.0,4,1.0,10,pass,-1.0
CLE,48.0,628.0,4,2.0,13,pass,-1.0
CLE,42.0,586.0,4,3.0,7,pass,-1.0
CLE,42.0,570.0,4,4.0,7,punt,-1.0
CIN,80.0,562.0,4,1.0,10,pass,1.0
,,516.0,4,,0,no_play,
CIN,86.0,516.0,4,2.0,16,pass,1.0
CIN,91.0,474.0,4,3.0,21,pass,1.0
CIN,98.0,428.0,4,4.0,28,punt,1.0
CLE,42.0,416.0,4,1.0,10,run,-1.0
CLE,39.0,378.0,4,2.0,7,pass,-1.0
CLE,39.0,375.0,4,3.0,7,pass,-1.0
CLE,26.0,350.0,4,1.0,10,pass,-1.0
CLE,26.0,346.0,4,2.0,10,run,-1.0
CLE,22.0,307.0,4,3.0,6,pass,-1.0
CLE,13.0,271.0,4,1.0,10,run,-1.0
CLE,13.0,230.0,4,2.0,10,pass,-1.0
CLE,12.0,190.0,4,3.0,9,pass,-1.0
CLE,18.0,145.0,4,4.0,15,field_goal,-1.0
CIN,74.0,142.0,4,1.0,10,run,1.0
,,137.0,4,,0,no_play,
CIN,75.0,137.0,4,2.0,11,pass,1.0
CIN,65.0,133.0,4,3.0,1,run,1.0
CIN,65.0,120.0,4,4.0,1,no_play,1.0
CIN,70.0,120.0,4,4.0,6,punt,1.0
CLE,67.0,110.0,4,1.0,10,pass,-1.0
CLE,58.0,90.0,4,2.0,1,pass,-1.0
CIN,40.0,84.0,4,1.0,10,run,1.0
,,80.0,4,,0,no_play,
CIN,42.0,80.0,4,2.0,12,no_play,1.0
,,80.0,4,,0,no_play,
CIN,37.0,80.0,4,2.0,7,run,1.0
,,77.0,4,,0,no_play,
CIN,42.0,77.0,4,3.0,12,run,1.0
CIN,45.0,30.0,4,4.0,15,no_play,1.0
CIN,50.0,30.0,4,4.0,20,punt,1.0
CLE,99.0,19.0,4,1.0,10,pass,-1.0
CLE,99.0,13.0,4,2.0,10,pass,-1.0
CLE,93.0,8.0,4,3.0,4,no_play,-1.0
CLE,96.0,8.0,4,3.0,7,pass,-1.0
CLE,,0.0,4,,0,,-1.0
,,3600.0,1,,0,,
DAL,35.0,3600.0,1,,0,kickoff,0.0
DAL,53.0,3594.0,1,1.0,10,run,0.0
DAL,46.0,3562.0,1,2.0,3,run,0.0
DAL,42.0,3527.0,1,1.0,10,pass,0.0
DAL,36.0,3484.0,1,2.0,4,run,0.0
DAL,33.0,3442.0,1,3.0,1,pass,0.0
DAL,1.0,3416.0,1,1.0,1,no_play,0.0
DAL,1.0,3412.0,1,1.0,1,run,0.0
DAL,15.0,3409.0,1,,0,extra_point,6.0
PHI,35.0,3409.0,1,,0,kickoff,-7.0
PHI,70.0,3409.0,1,1.0,10,pass,-7.0
PHI,62.0,3378.0,1,2.0,2,run,-7.0
PHI,59.0,3340.0,1,1.0,10,run,-7.0
PHI,52.0,3296.0,1,2.0,3,run,-7.0
PHI,36.0,3249.0,1,1.0,10,pass,-7.0
PHI,30.0,3217.0,1,2.0,4,run,-7.0
PHI,25.0,3188.0,1,1.0,10,run,-7.0
PHI,5.0,3143.0,1,1.0,5,run,-7.0
PHI,3.0,3101.0,1,2.0,3,run,-7.0
PHI,4.0,3061.0,1,3.0,4,run,-7.0
PHI,15.0,3055.0,1,,0,extra_point,-1.0
DAL,35.0,3055.0,1,,0,kickoff,0.0
DAL,88.0,3048.0,1,1.0,10,run,0.0
DAL,85.0,3007.0,1,2.0,7,pass,0.0
DAL,67.0,2965.0,1,1.0,10,run,0.0
DAL,62.0,2925.0,1,2.0,5,run,0.0
DAL,59.0,2881.0,1,3.0,2,pass,0.0
DAL,33.0,2834.0,1,1.0,10,no_play,0.0
DAL,43.0,2805.0,1,1.0,20,pass,0.0
DAL,46.0,2758.0,1,2.0,23,no_play,0.0
DAL,12.0,2751.0,1,1.0,10,pass,0.0
DAL,12.0,2746.0,1,2.0,10,run,0.0
DAL,,2700.0,1,,0,,0.0
DAL,1.0,2700.0,2,1.0,1,run,0.0
DAL,15.0,2696.0,2,,0,extra_point,6.0
PHI,35.0,2696.0,2,,0,kickoff,-7.0
PHI,65.0,2696.0,2,1.0,10,run,-7.0
PHI,59.0,2652.0,2,2.0,4,pass,-7.0
PHI,53.0,2609.0,2,1.0,10,run,-7.0
PHI,49.0,2568.0,2,2.0,6,pass,-7.0
PHI,46.0,2521.0,2,3.0,3,pass,-7.0
PHI,39.0,2479.0,2,1.0,10,pass,-7.0
PHI,38.0,2438.0,2,2.0,9,run,-7.0
PHI,29.0,2392.0,2,1.0,10,run,-7.0
PHI,25.0,2351.0,2,2.0,6,run,-7.0
PHI,24.0,2307.0,2,3.0,5,run,-7.0
PHI,9.0,2262.0,2,1.0,9,run,-7.0
PHI,8.0,2218.0,2,2.0,8,run,-7.0
PHI,15.0,2206.0,2,,0,extra_point,-1.0
DAL,35.0,2206.0,2,,0,kickoff,0.0
DAL,69.0,2201.0,2,1.0,10,pass,0.0
DAL,66.0,2163.0,2,2.0,7,pass,0.0
,50.0,2126.0,2,,0,no_play,
DAL,50.0,2126.0,2,1.0,10,run,0.0
DAL,35.0,2103.0,2,1.0,10,run,0.0
DAL,32.0,2054.0,2,2.0,7,run,0.0
DAL,27.0,2013.0,2,3.0,2,run,0.0
DAL,23.0,1974.0,2,1.0,10,pass,0.0
DAL,23.0,1969.0,2,2.0,10,pass,0.0
DAL,23.0,1963.0,2,3.0,10,pass,0.0
DAL,23.0,1958.0,2,4.0,10,field_goal,0.0
PHI,35.0,1954.0,2,,0,kickoff,-3.0
PHI,81.0,1949.0,2,1.0,10,run,-3.0
PHI,77.0,1920.0,2,2.0,6,pass,-3.0
PHI,77.0,1913.0,2,3.0,6,pass,-3.0
PHI,26.0,1880.0,2,1.0,10,pass,-3.0
PHI,26.0,1876.0,2,2.0,10,pass,-3.0
PHI,18.0,1869.0,2,3.0,2,pass,-3.0
PHI,15.0,1864.0,2,1.0,10,run,-3.0
PHI,10.0,1856.0,2,2.0,5,run,-3.0
PHI,15.0,1851.0,2,,0,extra_point,3.0
DAL,35.0,1851.0,2,,0,kickoff,-4.0
DAL,88.0,1844.0,2,1.0,10,no_play,-4.0
DAL,79.0,1840.0,2,1.0,10,pass,-4.0
DAL,59.0,1834.0,2,1.0,10,pass,-4.0
,,1827.0,2,,0,no_play,
DAL,54.0,1827.0,2,2.0,5,pass,-4.0
DAL,54.0,1820.0,2,3.0,5,pass,-4.0
,,1815.0,2,,0,no_play,
,,1815.0,2,,0,no_play,
DAL,45.0,1815.0,2,1.0,10,pass,-4.0
DAL,35.0,1804.0,2,1.0,10,qb_spike,-4.0
,,1803.0,2,,0,no_play,
DAL,35.0,1803.0,2,2.0,10,field_goal,-4.0
,,1800.0,2,,0,,
PHI,35.0,1800.0,3,,0,kickoff,1.0
PHI,72.0,1795.0,3,1.0,10,pass,1.0
PHI,67.0,1752.0,3,2.0,5,pass,1.0
PHI,61.0,1719.0,3,1.0,10,pass,1.0
PHI,58.0,1675.0,3,2.0,7,run,1.0
PHI,46.0,1632.0,3,1.0,10,run,1.0
PHI,37.0,1586.0,3,2.0,1,run,1.0
PHI,36.0,1547.0,3,1.0,10,run,1.0
PHI,36.0,1502.0,3,2.0,10,pass,1.0
PHI,44.0,1456.0,3,3.0,18,pass,1.0
PHI,40.0,1415.0,3,4.0,14,field_goal,1.0
DAL,35.0,1410.0,3,,0,kickoff,-4.0
DAL,71.0,1402.0,3,1.0,10,run,-4.0
DAL,65.0,1368.0,3,2.0,4,run,-4.0
DAL,62.0,1327.0,3,3.0,1,run,-4.0
DAL,60.0,1287.0,3,1.0,10,pass,-4.0
DAL,60.0,1281.0,3,2.0,10,run,-4.0
DAL,11.0,1233.0,3,1.0,10,run,-4.0
DAL,23.0,1207.0,3,1.0,22,pass,-4.0
DAL,23.0,1202.0,3,2.0,22,pass,-4.0
DAL,23.0,1198.0,3,3.0,22,no_play,-4.0
DAL,11.0,1192.0,3,1.0,10,run,-4.0
PHI,,,3,,0,,4.0
PHI,,,3,,0,,4.0
PHI,84.0,1184.0,3,1.0,10,run,4.0
PHI,85.0,1142.0,3,2.0,11,pass,4.0
PHI,85.0,1136.0,3,3.0,11,run,4.0
PHI,77.0,1098.0,3,4.0,3,punt,4.0
DAL,74.0,1090.0,3,1.0,10,run,-4.0
DAL,70.0,1049.0,3,2.0,6,pass,-4.0
DAL,65.0,1006.0,3,3.0,1,pass,-4.0
DAL,51.0,967.0,3,1.0,10,run,-4.0
DAL,48.0,927.0,3,2.0,7,pass,-4.0
DAL,,900.0,3,,0,,-4.0
DAL,51.0,900.0,4,3.0,10,pass,-4.0
DAL,51.0,893.0,4,4.0,10,punt,-4.0
PHI,87.0,886.0,4,1.0,10,pass,4.0
PHI,79.0,843.0,4,2.0,2,run,4.0
PHI,78.0,804.0,4,3.0,1,run,4.0
PHI,77.0,766.0,4,1.0,10,no_play,4.0
PHI,72.0,747.0,4,1.0,5,run,4.0
PHI,68.0,705.0,4,2.0,1,run,4.0
PHI,68.0,665.0,4,3.0,1,run,4.0
PHI,67.0,621.0,4,1.0,10,pass,4.0
PHI,60.0,586.0,4,2.0,3,pass,4.0
PHI,55.0,551.0,4,1.0,10,run,4.0
,,506.0,4,,0,no_play,
PHI,59.0,506.0,4,2.0,14,pass,4.0
PHI,59.0,498.0,4,3.0,14,pass,4.0
PHI,50.0,447.0,4,4.0,5,no_play,4.0
PHI,55.0,447.0,4,4.0,10,punt,4.0
DAL,89.0,440.0,4,1.0,10,pass,-4.0
DAL,76.0,410.0,4,1.0,10,run,-4.0
DAL,78.0,372.0,4,2.0,12,pass,-4.0
DAL,76.0,325.0,4,3.0,10,pass,-4.0
DAL,73.0,290.0,4,4.0,7,punt,-4.0
PHI,76.0,283.0,4,1.0,10,run,4.0
PHI,76.0,242.0,4,2.0,10,run,4.0
PHI,73.0,235.0,4,3.0,7,pass,4.0
PHI,69.0,189.0,4,4.0,3,punt,4.0
DAL,82.0,182.0,4,1.0,10,pass,-4.0
DAL,77.0,177.0,4,2.0,5,pass,-4.0
DAL,77.0,172.0,4,3.0,5,pass,-4.0
DAL,62.0,167.0,4,1.0,10,pass,-4.0
DAL,62.0,160.0,4,2.0,10,pass,-4.0
DAL,62.0,153.0,4,3.0,10,pass,-4.0
DAL,55.0,120.0,4,4.0,3,pass,-4.0
PHI,44.0,114.0,4,1.0,10,run,4.0
,,111.0,4,,0,no_play,
PHI,45.0,111.0,4,2.0,11,pass,4.0
,,105.0,4,,0,no_play,
PHI,37.0,105.0,4,3.0,3,run,4.0
,,89.0,4,,0,no_play,
PHI,33.0,89.0,4,1.0,10,qb_kneel,4.0
PHI,34.0,49.0,4,2.0,11,qb_kneel,4.0
PHI,35.0,33.0,4,3.0,12,qb_kneel,4.0
PHI,,0.0,4,,0,,4.0
,,3600.0,1,,0,,
GB,35.0,3600.0,1,,0,kickoff,0.0
GB,83.0,3595.0,1,1.0,10,run,0.0
GB,82.0,3552.0,1,2.0,9,pass,0.0
GB,62.0,3533.0,1,1.0,10,run,0.0
GB,62.0,3493.0,1,2.0,10,pass,0.0
GB,62.0,3487.0,1,3.0,10,pass,0.0
GB,46.0,3445.0,1,1.0,10,run,0.0
GB,44.0,3412.0,1,2.0,8,pass,0.0
GB,42.0,3375.0,1,3.0,6,pass,0.0
GB,31.0,3333.0,1,1.0,10,run,0.0
GB,16.0,3313.0,1,1.0,10,pass,0.0
GB,15.0,3277.0,1,2.0,9,pass,0.0
GB,15.0,3271.0,1,3.0,9,pass,0.0
GB,15.0,3266.0,1,,0,extra_point,6.0
DET,35.0,3266.0,1,,0,kickoff,-7.0
DET,76.0,3262.0,1,1.0,10,run,-7.0
DET,75.0,3219.0,1,2.0,9,pass,-7.0
DET,73.0,3172.0,1,3.0,7,pass,-7.0
DET,75.0,3130.0,1,4.0,9,no_play,-7.0
DET,80.0,3121.0,1,4.0,14,punt,-7.0
GB,52.0,3112.0,1,1.0,10,pass,7.0
GB,52.0,3109.0,1,2.0,10,run,7.0
GB,49.0,3065.0,1,3.0,7,pass,7.0
GB,23.0,3026.0,1,1.0,10,run,7.0
GB,18.0,2986.0,1,2.0,5,pass,7.0
GB,16.0,2946.0,1,3.0,3,pass,7.0
GB,16.0,2942.0,1,4.0,3,field_goal,7.0
DET,35.0,2938.0,1,,0,kickoff,-10.0
DET,90.0,2932.0,1,1.0,10,no_play,-10.0
DET,95.0,2912.0,1,1.0,15,run,-10.0
DET,81.0,2872.0,1,2.0,1,run,-10.0
DET,76.0,2834.0,1,1.0,10,pass,-10.0
DET,78.0,2793.0,1,2.0,12,pass,-10.0
DET,59.0,2782.0,1,1.0,10,run,-10.0
DET,54.0,2745.0,1,2.0,5,run,-10.0
DET,50.0,2700.0,1,,0,,-10.0
DET,50.0,2700.0,2,3.0,1,run,-10.0
DET,48.0,2664.0,2,1.0,10,run,-10.0
DET,49.0,2621.0,2,2.0,11,pass,-10.0
DET,30.0,2596.0,2,1.0,10,run,-10.0
DET,27.0,2550.0,2,2.0,7,run,-10.0
DET,25.0,2507.0,2,3.0,5,pass,-10.0
DET,17.0,2467.0,2,1.0,10,pass,-10.0
DET,12.0,2420.0,2,2.0,5,run,-10.0
DET,12.0,2376.0,2,3.0,5,pass,-10.0
DET,12.0,2370.0,2,4.0,5,field_goal,-10.0
GB,35.0,2367.0,2,,0,kickoff,7.0
GB,65.0,2367.0,2,1.0,10,pass,7.0
GB,17.0,2319.0,2,1.0,10,pass,7.0
GB,15.0,2314.0,2,,0,extra_point,13.0
DET,35.0,2314.0,2,,0,kickoff,-14.0
DET,71.0,2309.0,2,1.0,10,pass,-14.0
DET,65.0,2273.0,2,2.0,4,run,-14.0
DET,62.0,2236.0,2,3.0,1,pass,-14.0
DET,55.0,2192.0,2,1.0,10,run,-14.0
DET,49.0,2156.0,2,2.0,4,run,-14.0
DET,47.0,2112.0,2,3.0,2,pass,-14.0
DET,38.0,2068.0,2,1.0,10,run,-14.0
DET,38.0,2032.0,2,2.0,10,pass,-14.0
DET,34.0,1988.0,2,3.0,6,pass,-14.0
DET,30.0,1944.0,2,4.0,2,pass,-14.0
DET,19.0,1920.0,2,1.0,10,pass,-14.0
DET,19.0,1914.0,2,2.0,10,run,-14.0
DET,16.0,1872.0,2,3.0,7,pass,-14.0
GB,87.0,1870.0,2,1.0,10,pass,14.0
GB,82.0,1866.0,2,2.0,5,pass,14.0
GB,78.0,1828.0,2,3.0,1,run,14.0
,,1821.0,2,,0,no_play,
GB,78.0,1821.0,2,4.0,1,punt,14.0
DET,82.0,1805.0,2,1.0,10,qb_kneel,-14.0
,,1800.0,2,,0,,
DET,35.0,1800.0,3,,0,kickoff,-14.0
DET,68.0,1796.0,3,1.0,10,pass,-14.0
DET,63.0,1763.0,3,2.0,5,pass,-14.0
DET,31.0,1714.0,3,1.0,10,pass,-14.0
DET,30.0,1670.0,3,2.0,9,run,-14.0
DET,26.0,1627.0,3,3.0,5,pass,-14.0
DET,10.0,1579.0,3,1.0,10,pass,-14.0
DET,10.0,1570.0,3,2.0,10,run,-14.0
DET,16.0,1525.0,3,3.0,16,pass,-14.0
DET,9.0,1483.0,3,4.0,9,field_goal,-14.0
GB,35.0,1480.0,3,,0,kickoff,11.0
GB,76.0,1474.0,3,1.0,10,run,11.0
GB,70.0,1438.0,3,2.0,4,run,11.0
GB,67.0,1410.0,3,3.0,1,run,11.0
GB,68.0,1372.0,3,4.0,2,punt,11.0
DET,79.0,1359.0,3,1.0,10,pass,-11.0
DET,75.0,1340.0,3,2.0,6,pass,-11.0
DET,66.0,1293.0,3,1.0,10,pass,-11.0
DET,63.0,1246.0,3,2.0,7,run,-11.0
DET,62.0,1206.0,3,3.0,6,pass,-11.0
DET,68.0,1164.0,3,4.0,12,punt,-11.0
GB,85.0,1155.0,3,1.0,10,pass,11.0
GB,71.0,1133.0,3,1.0,10,pass,11.0
GB,67.0,1092.0,3,2.0,6,pass,11.0
GB,67.0,1085.0,3,3.0,6,no_play,11.0
GB,62.0,1071.0,3,1.0,10,pass,11.0
GB,61.0,1034.0,3,2.0,9,run,11.0
GB,51.0,993.0,3,1.0,10,run,11.0
GB,47.0,946.0,3,2.0,6,run,11.0
GB,46.0,909.0,3,3.0,5,pass,11.0
GB,46.0,903.0,3,4.0,5,punt,11.0
DET,,900.0,3,,0,,-11.0
DET,92.0,900.0,4,1.0,10,pass,-11.0
DET,99.0,858.0,4,2.0,17,run,-11.0
DET,98.0,812.0,4,3.0,16,run,-11.0
DET,99.0,771.0,4,4.0,17,no_play,-11.0
DET,99.0,771.0,4,4.0,17,punt,-11.0
GB,36.0,760.0,4,1.0,10,pass,11.0
GB,34.0,721.0,4,2.0,8,run,11.0
GB,19.0,677.0,4,1.0,10,run,11.0
GB,13.0,635.0,4,2.0,4,run,11.0
GB,10.0,595.0,4,3.0,1,run,11.0
GB,10.0,551.0,4,4.0,1,run,11.0
GB,8.0,505.0,4,1.0,8,run,11.0
GB,3.0,480.0,4,2.0,3,run,11.0
GB,15.0,477.0,4,,0,extra_point,17.0
DET,35.0,477.0,4,,0,kickoff,-18.0
DET,73.0,472.0,4,1.0,10,pass,-18.0
DET,66.0,449.0,4,2.0,3,pass,-18.0
DET,65.0,406.0,4,3.0,2,pass,-18.0
DET,65.0,402.0,4,4.0,2,pass,-18.0
GB,27.0,397.0,4,1.0,10,run,18.0
,,354.0,4,,0,no_play,
GB,21.0,354.0,4,2.0,4,run,18.0
GB,19.0,310.0,4,3.0,2,run,18.0
GB,20.0,265.0,4,4.0,3,field_goal,18.0
DET,35.0,262.0,4,,0,kickoff,-21.0
DET,65.0,262.0,4,1.0,10,pass,-21.0
DET,65.0,256.0,4,2.0,10,pass,-21.0
,,206.0,4,,0,no_play,
DET,69.0,206.0,4,3.0,14,pass,-21.0
DET,60.0,199.0,4,4.0,5,pass,-21.0
DET,55.0,167.0,4,1.0,10,no_play,-21.0
DET,50.0,163.0,4,1.0,5,pass,-21.0
DET,41.0,156.0,4,1.0,10,pass,-21.0
DET,34.0,132.0,4,2.0,3,pass,-21.0
DET,30.0,120.0,4,1.0,10,run,-21.0
DET,31.0,115.0,4,2.0,11,pass,-21.0
DET,20.0,93.0,4,1.0,10,pass,-21.0
DET,20.0,90.0,4,2.0,10,pass,-21.0
DET,20.0,85.0,4,3.0,10,pass,-21.0
,,60.0,4,,0,no_play,
DET,13.0,60.0,4,4.0,3,pass,-21.0
DET,15.0,55.0,4,,0,extra_point,-15.0
GB,35.0,55.0,4,,0,kickoff,14.0
GB,49.0,55.0,4,1.0,10,run,14.0
GB,45.0,22.0,4,2.0,6,qb_kneel,14.0
GB,,0.0,4,,0,,14.0
,,3600.0,1,,0,,
HOU,35.0,3600.0,1,,0,kickoff,0.0
HOU,80.0,3600.0,1,1.0,10,no_play,0.0
HOU,90.0,3576.0,1,1.0,20,run,0.0
HOU,87.0,3537.0,1,2.0,17,pass,0.0
HOU,87.0,3533.0,1,3.0,17,no_play,0.0
HOU,92.0,3521.0,1,3.0,22,run,0.0
HOU,85.0,3479.0,1,4.0,15,punt,0.0
LA,71.0,3469.0,1,1.0,10,pass,0.0
LA,67.0,3431.0,1,2.0,6,run,0.0
LA,63.0,3387.0,1,3.0,2,pass,0.0
